Link,Text,profile_conf
https://www.quora.com/profile/Stephanie-Aguirre-2/log,not changed,not changed
https://www.quora.com/profile/Mani-Kandan-560/log,not changed,not changed
https://www.quora.com/profile/Rita-Fernandes-8/log,not changed,not changed
https://www.quora.com/profile/Holly-Navaro/log,"1
Try Quora+
Add question
Holly Navaro
5 followers
20 following
Follow
Notify me
Ask
Profile
0 Answers
0 Questions
0 Posts
5 Followers
Following
Edits
Activity
Edits
User status changed by Quora Moderation
Holly Navaro
Quora Moderation restored
Holly Navaro
's privileges on Quora
#1379333195ReportFebruary 21, 2021 at 8:42:00 AM
User name edited by
Holly Navaro
Holly Navaro
HollyHolly Navaro
#1379108422ThankReportFebruary 21, 2021 at 3:07:12 AM
User status changed by Quora Moderation
Holly Navaro
Quora Moderation blocked
Holly Navaro
from editing on Quora
#1358506178ReportFebruary 3, 2021 at 11:43:25 AM
Question added by
Holly Navaro
What is day to day life like as a Yale professor?
#1358124783ThankReportDecember 14, 2016 at 10:16:22 PM
User name edited by
Holly Navaro
Holly Navaro
Holly PoppleHolly
#894847437ThankReportNovember 6, 2019 at 11:07:07 PM
Topic added to question by
Holly Navaro
What are some benefits to some mental illnesses?
Illness
#567820491ThankReportDecember 20, 2018 at 6:39:11 AM
Topic added to question by
Holly Navaro
What are some benefits to some mental illnesses?
Clinical Psychology
#567820490ThankReportDecember 20, 2018 at 6:39:11 AM
Topic added to question by
Holly Navaro
What are some benefits to some mental illnesses?
Psychology
#567820489ThankReportDecember 20, 2018 at 6:39:11 AM
Question added by
Holly Navaro
What are some benefits to some mental illnesses?
#567820400ThankReportDecember 20, 2018 at 6:39:01 AM
Topic added to question by
Holly Navaro
What if someone staying at a hotel refuses to leave the room for cleaning service?
Hospitality Industry
#567819290ThankReportDecember 20, 2018 at 6:37:24 AM
Topic added to question by
Holly Navaro
What if someone staying at a hotel refuses to leave the room for cleaning service?
Room Service
#567819288ThankReportDecember 20, 2018 at 6:37:24 AM
Topic added to question by
Holly Navaro
What if someone staying at a hotel refuses to leave the room for cleaning service?
Housecleaning
#567819287ThankReportDecember 20, 2018 at 6:37:24 AM
Question added by
Holly Navaro
What if someone staying at a hotel refuses to leave the room for cleaning service?
#567819212ThankReportDecember 20, 2018 at 6:37:16 AM
Topic added to question by
Holly Navaro
Why are teachers so strict about the dress code even in public school? Does it really matter?
Schools
#567769414ThankReportDecember 20, 2018 at 4:54:47 AM
Question added by
Holly Navaro
Why are teachers so strict about the dress code even in public school? Does it really matter?
#567769339ThankReportDecember 20, 2018 at 4:54:40 AM
Question added by
Holly Navaro
What memory makes you feel the most lonely when you recall it?
#567768663ThankReportDecember 20, 2018 at 4:53:32 AM
Topic added to question by
Holly Navaro
What does it feel like to have no friends at all?
Understanding Emotions
#567768387ThankReportDecember 20, 2018 at 4:52:58 AM
Topic added to question by
Holly Navaro
What does it feel like to have no friends at all?
Experiences in Life
#567768386ThankReportDecember 20, 2018 at 4:52:58 AM
Topic added to question by
Holly Navaro
What does it feel like to have no friends at all?
Making Friends
#567768384ThankReportDecember 20, 2018 at 4:52:58 AM
Question added by
Holly Navaro
What does it feel like to have no friends at all?
#567768285ThankReportDecember 20, 2018 at 4:52:50 AM
Credentials & Highlights
More
Joined September 2015
Holly
has not filled out their profile.",changed
https://www.quora.com/profile/Joyce-Farquhar/log,not changed,not changed
https://www.quora.com/profile/Mary-Ashford-1/log,not changed,not changed
https://www.quora.com/profile/William-Tanuji/log,"1
Try Quora+
Add question
William Tanuji
5 followers
58 following
Follow
Notify me
Ask
Profile
0 Answers
7 Questions
0 Posts
5 Followers
Following
Edits
Activity
Edits
Question added by
William Tanuji
How much practice is usually needed to become a digital artist given no prior drawing experience?
#1194277945ThankReportSeptember 2, 2020 at 5:17:23 PM
Comment added by
William Tanuji
Very great and helpful post, Mr Hector. Thank you for enlightening me. 😎
#1099623716ThankReportJune 4, 2020 at 2:38:04 PM
User status changed by Quora Moderation
William Tanuji
Quora Moderation blocked
William Tanuji
from editing on Quora
#405232873ReportApril 14, 2018 at 2:46:23 PM
User name edited by
William Tanuji
William Tanuji
Will tnujitanoe
#405231804ThankReportApril 14, 2018 at 2:42:52 PM
User status changed by Quora Moderation
William Tanuji
Quora Moderation restored
William Tanuji
's privileges on Quora
#405231803ReportApril 14, 2018 at 2:42:52 PM
User status changed by Quora Moderation
William Tanuji
Quora Moderation blocked
William Tanuji
from editing on Quora
#405229826ReportApril 14, 2018 at 2:37:00 PM
User name edited by
William Tanuji
William Tanuji
HahahhaWill tnuji
#405124962ThankReportApril 14, 2018 at 9:05:01 AM
User status changed by Quora Moderation
William Tanuji
Quora Moderation restored
William Tanuji
's privileges on Quora
#405124960ReportApril 14, 2018 at 9:05:01 AM
User status changed by Quora Moderation
William Tanuji
Quora Moderation blocked
William Tanuji
from editing on Quora
#405076902ReportApril 14, 2018 at 6:37:49 AM
Question added by
William Tanuji
My father says he wants to stop smoking, but he can’t. He says it’s the only way to relieve his stress. Do you think I’ve no way to make him stop smoking?
#404731271ThankReportApril 13, 2018 at 5:12:29 PM
Question added by
William Tanuji
Are you willing to work in a field that you really love despite low salary (but at least, it’s enough to fulfill your basic needs)?
#404290168ThankReportApril 12, 2018 at 9:09:44 PM
Question added by
William Tanuji
When choosing a degree in university, which one is more important? Future career opportunities or our own passion?
#404287494ThankReportApril 12, 2018 at 9:05:38 PM
Question added by
William Tanuji
When looking for a job, which one do you think is more important? Our own passion or salary?
#404285505ThankReportApril 12, 2018 at 9:01:28 PM
User name edited by
William Tanuji
William Tanuji
William TanujiHahahha
#392156745ThankReportMarch 22, 2018 at 5:21:12 AM
Comment added by
William Tanuji
Thank you very much for the valuable advice :D It makes me feel better
#354347539ThankReportJanuary 6, 2018 at 3:11:30 PM
Comment edited by
William Tanuji
Without context it is a little hard to advise. Are your errors with social interactions, is it work tasks or is it family? Do you have addictions or a medical condition that makes focusing difficult? Age is the normal way with dealing with things if you can learn from your mistakes.
Thank you very much for the reply. Sorry english isn’t my first language but I am trying my best to clarify. The errors that I made are usually in social interactions and doing simple activities.
In social interactions, I sometimes fail to understand a simple command. And overcomplicate a simple instruction. I am trying to think in a simple way but still it is so hard. Like when my dad asked me to do A+B, but I do A+F+I+Z instead..
When I solve math problems, I overcomplicate an easy math problem. Strangely, I solve the hard problem faster than the easy one. That is so ironic
And I also make other dumb mistakes like: dropping a tray, picking up wrong trolley in supermarket, drinking wrong coffee in Starbucks. I know it is embarassing. But when I made such mistakes, i felt as if my MIND was not connected to the REALITY. As a result, no matter how much I tried to focus and anticipated any possible mistake, I still ended up making the mistakes.
#354345905ThankReportJanuary 6, 2018 at 3:05:00 PM
Comment added by
William Tanuji
Without context it is a little hard to advise. Are your errors with social interactions, is it work tasks or is it family? Do you have addictions or a medical condition that makes focusing difficult? Age is the normal way with dealing with things if you can learn from your mistakes.
Thank you very much for the reply. Sorry english isn’t my first language but I am trying my best to clarify. The errors that I made are usually in social interactions and doing simple activities.
In social interactions, I sometimes fail to understand a simple command. And overcomplicate a simple instruction. I am trying to think in a simple way but still it is so hard. Like when my dad asked me to do A+B, but I do A+F+I+Z instead..
When I solve math problems, I overcomplicate an easy math problem. Strangely, I solve the hard problem faster than the easy one. That is so ironic
And I also make other dumb mistakes like: dropping a tray, picking up wrong trolley in supermarket, drinking wrong coffee in Starbucks. I know it is embarassing. But when I made such mistakes, i felt as if my MIND was not connected to the REALITY. As a result, no matter how much I tried to focus and anticipated any possible mistake, I still ended up making the mistakes.
#354345510ThankReportJanuary 6, 2018 at 3:03:16 PM
Question added by
William Tanuji
I lack of common sense, and always make very dumb errors. But I have tried my best to focus. What can I do to improve it?
#354311062ThankReportJanuary 6, 2018 at 12:42:46 PM
Question added by
William Tanuji
My mind is too abstract. As a result, I keep making practical errors in my daily life. But however, I have tried my best to concentrate. What should I do then?
#354309620ThankReportJanuary 6, 2018 at 12:36:38 PM
Credentials & Highlights
More
Joined September 2015
William
has not filled out their profile.
Knows about
Indonesian (language)",changed
https://www.quora.com/profile/Khaled-1031/log,not changed,not changed
https://www.quora.com/profile/Ian-Mcnamara-9/log,not changed,not changed
https://www.quora.com/profile/Jane-Caesa-Espenilla/log,not changed,not changed
https://www.quora.com/profile/Maria-Cherneckaya/log,not changed,not changed
https://www.quora.com/profile/Timmy-Johansen/log,not changed,not changed
https://www.quora.com/profile/Shauna-Murphy-7/log,not changed,not changed
https://www.quora.com/profile/Sheyla-Lugo/log,not changed,not changed
https://www.quora.com/profile/Liz-MCDaniel-1/log,not changed,not changed
https://www.quora.com/profile/Eleni-Gilbert/log,not changed,not changed
https://www.quora.com/profile/Skander-Chouba-1/log,"1
Try Quora+
Add question
Skander Chouba
7 followers
17 following
Follow
Notify me
Ask
Profile
0 Answers
1 Question
0 Posts
7 Followers
Following
Edits
Activity
Edits
Question text edited by
Skander Chouba
I told a girl that I love her and she replied ""thank you I'm happy that I have a friend like you 😁❤️"". What did this mean?
I told a girl that I love her and she replied thank ""thank you I'm happy that I have a friend like you 😁❤️. 😁❤️"". What did this mean?
#1554661829ThankReportJuly 2, 2021 at 7:17:41 PM
Comment added by
Skander Chouba
1984 is one of my favorite books ever. The best part in this book I think is the part from “The Book” which describes the politics behind the eternal wars and the society manipulation. It's easier to control people when they're ignorant and living in constant fear.
Also the speech of O'Brien is so important: Power is not a tool for making justice and progress like many people think. Power is a goal and one doesn't get power to give it away.
Finally, Orwell insisted on the importance of language. You cannot think straight with poor linguistic knowledge. You cannot talk about “Freedom” if there's no word as “Freedom” in the dictionary.
I guess there's more to learn from 1984 than what I've mentioned above.
#1119534055ThankReportJune 23, 2020 at 10:22:44 AM
Comment added by
Skander Chouba
The funny thing is Foxconn and Samsung are the manufacturer of Apple's A series Chipsets
#771573332ThankReportJuly 15, 2019 at 1:52:09 PM
User name edited by
Skander Chouba
Skander Chouba
Alexander Skander Chouba
#401474164ThankReportApril 7, 2018 at 7:31:37 PM
Question added by
Skander Chouba
How do I play video streaming and control a robot online with Raspberry pi?
#380580639ThankReportMarch 3, 2018 at 2:08:37 PM
Comment added by
Skander Chouba
Disrespecting people because they have different point of view is childich.
#374241637ThankReportFebruary 17, 2018 at 10:08:02 PM
Comment added by
Skander Chouba
Thank you
#374233003ThankReportFebruary 17, 2018 at 9:44:00 PM
Comment added by
Skander Chouba
What a story!
I thought stories like these happen only in movies or books.
I really enjoyed reading every line of it.
I which you all the best for both of you
#363176555ThankReportJanuary 25, 2018 at 9:36:20 AM
Comment added by
Skander Chouba
Nice story bro. I really enjoyed it! I thought stories like yours happen only in books or movies.
I have a curious question for you if you don't mind:
where did that happen? I mean which country?
#362641050ThankReportJanuary 24, 2018 at 9:12:25 AM
Question deleted by
Skander Chouba
#360092656ThankReportJanuary 18, 2018 at 10:23:56 PM
Question added by
Skander Chouba
The author deleted this question.
#360090941ThankReportJanuary 18, 2018 at 10:19:32 PM
Credentials & Highlights
More
Studied at Lycée Mahmoud El Messadi Nabeul (LMMN)
Lives in Nabeul
Joined September 2015
Knows about
Nabeul
Lycée Mahmoud El Messadi Nabeul (LMMN)
ITBS",changed
https://www.quora.com/profile/Chelsey-Leanne/log,not changed,not changed
https://www.quora.com/profile/Katherine-Griggs/log,not changed,not changed
https://www.quora.com/profile/Vero-Dlr/log,not changed,not changed
https://www.quora.com/profile/Kurt-Weggler/log,not changed,not changed
https://www.quora.com/profile/Anubis-Barba/log,not changed,not changed
https://www.quora.com/profile/Linda-Krivosha/log,not changed,not changed
https://www.quora.com/profile/Amanda-Wong-49/log,not changed,not changed
https://www.quora.com/profile/Andrea-Woodard-1/log,not changed,not changed
https://www.quora.com/profile/Tony-Ferreira-9/log,not changed,not changed
https://www.quora.com/profile/Teressa-Thompson-6/log,"1
Try Quora+
Add question
Teressa Thompson
Beginner at answering questions. Don't bite me.
3 followers
2 following
Follow
Notify me
Ask
20+ years of experience being socially & physically awkward
Profile
7 Answers
1 Question
0 Posts
3 Followers
Following
Edits
Activity
Edits
Answer added by
Teressa Thompson
Do you always unconsciously sit on the edge of the chair because your legs can’t fully rest on the floor?
As someone who is barely 5 foot (that is 150 cm for you intelligent people), I can surely say that I always sit on the edge of the chair when my legs can’t rest on the floor
Some exceptions is when there are ledge on the chair or table (I don’t know if this is the correct term, I mean the bar between chair or table legs to rest your feet upon), only then can I sit comfortably.
#1205063432ThankReportSeptember 13, 2020 at 10:30:39 AM
Answer added by
Teressa Thompson
Can being a people pleaser make you a toxic person?
Definitely.
Imagine a people pleaser stuck in between two opposing sides. She will try her best to be diplomatic, avoid confrontation, and please both sides. When that is not possible, she will eventually resort to deception, or other negative things just to avoid being disliked by either side. If deception is not toxic then I don’t know what is.
#1205061397ThankReportSeptember 13, 2020 at 10:27:40 AM
Comment edited by
Teressa Thompson
Not every culture makes out death as the horrific tragedy. Some even celebrated it, which quite make sense since death is natural and will happen to everyone. For the Torajans in Indonesia,
“ the death of the body isn’t the abrupt, final, severing event of the West. Instead, death is just one step in a long, gradually unfolding process.”. process.” Please read more about this culture if you have the time.
When Death Doesn’t Mean Goodbye
#1204157031ThankReportSeptember 12, 2020 at 11:55:21 AM
Comment added by
Teressa Thompson
Not every culture makes out death as the horrific tragedy. Some even celebrated it, which quite make sense since death is natural and will happen to everyone. For the Torajans in Indonesia,
“ the death of the body isn’t the abrupt, final, severing event of the West. Instead, death is just one step in a long, gradually unfolding process.”. Please read more about this culture if you have the time.
When Death Doesn’t Mean Goodbye
#1204156742ThankReportSeptember 12, 2020 at 11:54:59 AM
Answer added by
Teressa Thompson
What is the biggest misnomer of historical figures?
In Indonesian history, there are many famous historical figures, here are some of them:
Gajah Mada, directly translated, “Gajah” means “Elephant” in Indonesia. And no, our famous hero is not an Elephant.
Hayam Wuruk, which literally translates to “An Educated Chicken” (no, I am serious). Again, he is not a chicken, though I assume he must be well educated as a King.
Orang Kayo Hitam, he is just my favorite hero, how could you not love a “Rich Black Man”. This is not racist, this is just Indonesian history.
There are others, but these are some of my favorite historical figures misnomers which have puzzled me since elementary school. I don’t know about the biggest though.
#1204143876ThankReportSeptember 12, 2020 at 11:36:57 AM
Answer added by
Teressa Thompson
What person makes you feel like a lazy bum?
My Mom. She is a stay-at-home mom, but she worked 24/7 making sure our house and home are in the best condition.
Meanwhile, I only worked 9 hours every week day and I complaint about my work non-stop.
#1204128678ThankReportSeptember 12, 2020 at 11:16:40 AM
Answer added by
Teressa Thompson
How do you wish good morning to your lover?
I am Asian, so we don’t. Not really. What is even the point of saying good morning, to someone you love or not? More importantly, are there even such things as good mornings? If you are like me, you start your morning dreading your work and job for the day. Doesn’t matter that my house is filled with people I love, there is no such thing as a “good morning”. On that note, to answer your question, really a grunt or simple “hey” is enough to start the day, anything more will take too much of my energy.
People you love will love you anyway!
#1204124208ThankReportSeptember 12, 2020 at 11:10:24 AM
Answer added by
Teressa Thompson
What is the first thing you will notice once you cut toxic people out of your life?
I felt like that weird, friendless, lonely kid. Because from my experience, those toxic people are everywhere and everyone. They can be the popular crowd or the not-so-popular crowd. I used to think only popular kids are mean, they talk about people behind their backs and made fun of them. But I have known some ugly and not popular people be as toxic as those popular kids, because they want to drag others down and make themselves look better. Those cliches about how the pretty women are dumb and the nerds are super kind? NOT TRUE AT ALL. If you cut toxic people out of your life, you will find that there is nowhere that you really belong, because everyone is at least a little bit toxic, even you yourself. It is just a matter of how much toxicity you can tolerate (don’t make it too much or yo…
(more)
#920352401ThankReportDecember 1, 2019 at 12:40:10 PM
Answer added by
Teressa Thompson
Why do some people have wanderlust and not others?
I suppose different kind of people will have different reasons for having wanderlust. For me personally, my wanderlust is a result from my urge to run away from my current situation. I feel as though currently all my family and friends and colleagues and the strangers have all become too familiar and too much. By being too familiar, I no longer feel excited about what is to come. I know who I will meet tomorrow or the next day, so what am I supposed to be excited about? Not to mention I kept being reminded of all the past mistakes that I made everyday due to the familiar surrounding. So yeah, I would like nothing more than to just pack my bags and go somewhere foreign and be anonymous. Some reasons why some people doesn’t have wanderlust might be because they are perfectly content with wher…
(more)
#920346145ThankReportDecember 1, 2019 at 12:28:26 PM
User name edited by
Teressa Thompson
Teressa Thompson
Olivia STeressa Thompson
#920337465ThankReportDecember 1, 2019 at 12:13:10 PM
User name edited by
Teressa Thompson
Teressa Thompson
Olivia ChenS
#920333062ThankReportDecember 1, 2019 at 12:06:22 PM
Question added by
Teressa Thompson
My ex boyfriend likes to watch videos of animals being butchered and is an abusive person. Is it possible he is a psyco/sociopath? What should I do?
#139399834ThankReportApril 25, 2016 at 6:28:48 AM
Credentials & Highlights
More
E-Commerce Specialist2019–present
Lives in Indonesia
10.7K content views262 this month
Joined September 2015
Knows about
Life and Living
3 answers
Jakarta
Indonesian (language)
Culture (social science)
Feminism
View more",changed
https://www.quora.com/profile/Amy-Schovanec/log,not changed,not changed
https://www.quora.com/profile/Angelina-Kuah/log,not changed,not changed
https://www.quora.com/profile/Michael-Walsh-124/log,not changed,not changed
https://www.quora.com/profile/Samantha-Mercer-3/log,not changed,not changed
https://www.quora.com/profile/Sara-Brightson/log,not changed,not changed
https://www.quora.com/profile/Tyron-King/log,not changed,not changed
https://www.quora.com/profile/Matthias-Jablonka/log,"1
Try Quora+
Add question
Matthias Jablonka
15 followers
18 following
Follow
Notify me
Ask
Profile
78 Answers
2 Questions
1 Post
15 Followers
Following
Edits
Activity
Edits
Post added by
Matthias Jablonka
#1696977746ThankReportMarch 8, 2019 at 9:03:56 PM
Answer added by
Matthias Jablonka
How do you feel about social media?
Bad
#1167648380ThankReportAugust 7, 2020 at 11:52:32 PM
Answer added by
Matthias Jablonka
How do you say “I only have eyes for you” in Turkish?
Hmmm hard ,but i could think of ways for it ,.
#1167271432ThankReportAugust 7, 2020 at 4:44:41 PM
Answer added by
Matthias Jablonka
Is it more then happy or more than happy?
More than happy is true.
#1167270424ThankReportAugust 7, 2020 at 4:43:19 PM
Answer added by
Matthias Jablonka
What do you do when you can’t handle the way you feel anymore? Do you reach out to people you know or crisis lines? Do you try to fight it yourself? Do you take something to numb it and hope it passes?
Life is hard ,very very hard ,unimaginably hard ,sometimes i contemplate about the existence .
#1167269579ThankReportAugust 7, 2020 at 4:42:19 PM
Answer added by
Matthias Jablonka
What was the happiest moment in your life?
When i was younger
#1167265872ThankReportAugust 7, 2020 at 4:37:41 PM
Answer added by
Matthias Jablonka
Is there a sequel to Ertugrul?
Mehmet sultan
#1167263531ThankReportAugust 7, 2020 at 4:34:49 PM
Answer added by
Matthias Jablonka
I watched a Turkish movie in 2010 and I want to find it again, but I can’t find it. What should I do?
Can you remember the name of the movie?
#1167261415ThankReportAugust 7, 2020 at 4:32:10 PM
Answer added by
Matthias Jablonka
Turkish people, have you found a Greek or Armenian relative when your ancestry documents were released?
No not at all actually .
#1167260172ThankReportAugust 7, 2020 at 4:30:29 PM
Comment added by
Matthias Jablonka
İn my opinion ,most folks live through survivalist point of view ,be it whether knowingly or unknowingly ,but for some minority ,they don't tolerate when the prospects of life getting lower and lower ,and at certain degree ,they can face every danger ,suicide to not fall below that point ,this way could lead them either termination of themselves or getting imprisoned ,tortured ,and this might be a cause or personal aim .
#1111580739ThankReportJune 16, 2020 at 4:07:56 AM
User name edited by
Matthias Jablonka
Matthias Jablonka
Savaş KoçMatthias Jablonka
#1111547250ThankReportJune 16, 2020 at 3:14:52 AM
Comment added by
Matthias Jablonka
İt pains me to my core to see this post about Armenians ,why do you not mention the things system of a down did to our nation ,do you know the name of serj's child ,you get to nowhere by heavily and constantly humiliating us ,as is the seculars by humiliating Islamic religion ,Do you know the statue depicting Talat Pasha under the feet of his murderer ,that is found in Armenia ,what you constantly do is to cry ,being a cry baby ,and needs others to constantly feed you milk ,but alas you don't ever stop crying ,beware of Turks rage ,because when you continue fucking complaining all the time with everything ,Turks always pay the price .
#1111536088ThankReportJune 16, 2020 at 2:55:20 AM
Comment edited by
Matthias Jablonka
At the least ,i could say personally that don't do drugs ,avoid medication ,maybe you need to question your being .being, i tell you this as a one medicated for so long ,(long enough to cover two decades) ,so what I advised is more precious than doctor's medication,in my thinking psychiatry is probably pseudoscience ,and when I delve into depths of reasoning ,i could easily say the so-called “doctors” are only the gatekeepers of capitalism ,at the end if you dare to question so-called “human civilization” ,you could see that all had been ,was ,is a “SCAM”.
#937045351ThankReportDecember 18, 2019 at 8:12:19 PM
Comment added by
Matthias Jablonka
At the least ,i could say personally that don't do drugs ,avoid medication ,maybe you need to question your being .
#937040583ThankReportDecember 18, 2019 at 8:06:12 PM
Answer added by
Matthias Jablonka
How can I say ""I regret leaving you alone."" in Turkish?
Seni terkettiğime pişman oldum.
#773285641ThankReportJuly 17, 2019 at 12:53:31 AM
Answer added by
Matthias Jablonka
How can I say ""Do not lean against the wall."" in Turkish?
Duvara yaslanma.
#759554896ThankReportJuly 4, 2019 at 2:30:52 PM
Answer added by
Matthias Jablonka
How have you benefited from having a brother or a sister in your life?
I benefit financially and also there is always a friend near you ,a friend of your blood ,it would be boring to be a single child.
#735039563ThankReportJune 12, 2019 at 10:47:25 PM
Answer added by
Matthias Jablonka
How do you say ‘airplane’ in Turkish?
Uçak.İt is transliterated into english as “uchak”.Because we use different kind of c to give the sound of “ch”.
#723032447ThankReportJune 1, 2019 at 5:52:43 PM
Answer added by
Matthias Jablonka
Where can I find the Turkish show Erkenci Kuş with English subtitles?
You could find it on youtube.
#723031201ThankReportJune 1, 2019 at 5:51:12 PM
Answer added by
Matthias Jablonka
How do you say ""Can you give me a hand?"" in Turkish?
Bana bi el verir misin .Bana yardım eder misin.Both of the phrases could be used.
#723030271ThankReportJune 1, 2019 at 5:50:07 PM
Credentials & Highlights
More
Worked at ORAS
Studied at Dokuz Eylul UniversityGraduated 2000
Lives in Çorlu, Turkey
15.1K content views57 this month
Knows English
Joined September 2015
Knows about
Turkish (language)
7 answers
English (language)
1 answer
Mental Health
ORAS
Dokuz Eylul University
View more",changed
https://www.quora.com/profile/David-Adeniyi/log,not changed,not changed
https://www.quora.com/profile/Sam-7128/log,"1
Try Quora+
Add question
Sam
1 follower
0 following
Follow
Notify me
Ask
The feelings are overwhelming. They're pulling me further in the darkness. I'm suffocating.
Profile
1 Answer
1 Question
0 Posts
1 Follower
Following
Edits
Activity
Edits
User name edited by
Sam
Sam
Alyssa PierreSam
#923728900ThankReportDecember 4, 2019 at 9:27:21 PM
Answer added by
Sam
I'm on the verge of taking my life. How can I say goodbye without hurting anyone?
Guys, life isn't for everyone. I've suffered for 3 years and now it's becoming unbearable. Why me ? I didn't choose to be like this. Telling me it'll be better won't help. You don't understand until you've gone through it. I'm tired of the sleepless nights and of the overwhelming thoughts. I just want to say goodbye without people feeling guilty and with questions unanswered. I don't want them to feel as bad as I do. Why me ? Why ? I just wish that you guys don't ever feel like this. There's so much for you to go forward. God bless you all.
#251821160ThankReportMay 26, 2017 at 9:32:57 AM
Question added by
Sam
I'm on the verge of taking my life. How can I say goodbye without hurting anyone?
#251803923ThankReportMay 26, 2017 at 8:33:39 AM
User name edited by
Sam
Sam
A Lost GirlAlyssa Pierre
#225313939ThankReportMarch 9, 2017 at 6:08:09 PM
User name edited by
Sam
Sam
Orphelie PierreA Lost Girl
#203888251ThankReportDecember 30, 2016 at 9:19:04 PM
Credentials & Highlights
More
6.6K content views
Joined September 2015
Sam
has not filled out their profile.",changed
https://www.quora.com/profile/Bre-Bonn/log,not changed,not changed
https://www.quora.com/profile/Anita-Palladino/log,not changed,not changed
https://www.quora.com/profile/Donna-Thomas-15/log,"1
Try Quora+
Add question
Lotuz
1 follower
3 following
Follow
Notify me
Ask
Profile
0 Answers
1 Question
0 Posts
1 Follower
Following
Edits
Activity
Edits
User name edited by
Lotuz
Lotuz
Donna ThomasLotuz
#3407609309ThankReportJanuary 20, 2024 at 4:07:01 AM
Question added by
Lotuz
Is it possible to reduce excessive alcohol consumption with the help of a Hypnotherapist?
#122681737ThankReportFebruary 14, 2016 at 6:39:03 PM
Question deleted by
Lotuz
Comment:
There is a spelling mistake
#122681058ThankReportFebruary 14, 2016 at 6:33:52 PM
Question added by
Lotuz
The author deleted this question.
#122680571ThankReportFebruary 14, 2016 at 6:29:56 PM
Credentials & Highlights
More
Joined September 2015
Lotuz
has not filled out their profile.",changed
https://www.quora.com/profile/Stacey-M-Fellars/log,not changed,not changed
https://www.quora.com/profile/Kim-Coronato/log,not changed,not changed
https://www.quora.com/profile/Frank-Asgeirsson/log,"1
Try Quora+
Add question
Frank Asgeirsson
0 followers
1 following
Follow
Notify me
Ask
Profile
1 Answer
0 Questions
0 Posts
0 Followers
Following
Edits
Activity
Edits
User status changed by Quora Moderation
Frank Asgeirsson
Quora Moderation restored
Frank Asgeirsson
's privileges on Quora
#896790196ReportNovember 8, 2019 at 8:31:42 PM
User name edited by
Frank Asgeirsson
Frank Asgeirsson
ChulbulFrank Asgeirsson
#896784570ThankReportNovember 8, 2019 at 8:25:35 PM
User name edited by
Frank Asgeirsson
Frank Asgeirsson
LordlyChulbul
#896758329ThankReportNovember 8, 2019 at 7:51:24 PM
User status changed by Quora Moderation
Frank Asgeirsson
Quora Moderation blocked
Frank Asgeirsson
from editing on Quora
#896584011ReportNovember 8, 2019 at 4:21:53 PM
Answer added by
Frank Asgeirsson
How do you say ""relentless"" in Arabic?
I would say that it depends heavily on the context. The Online Cambridge Dictionary mentions the word قاس (Qaas)
In another place دَؤوب (daʼūb) is mentioned to signify never ending!
#896568884ThankReportNovember 8, 2019 at 4:02:02 PM
User name edited by
Frank Asgeirsson
Frank Asgeirsson
Lord TechLordly
#896564840ThankReportNovember 8, 2019 at 3:56:44 PM
Credentials & Highlights
More
161 content views1 this month
Joined September 2015
Frank
has not filled out their profile.",changed
https://www.quora.com/profile/Nili-Levine/log,not changed,not changed
https://www.quora.com/profile/Laura-Loktev/log,not changed,not changed
https://www.quora.com/profile/Prefrontal-Lobotomy/log,not changed,not changed
https://www.quora.com/profile/Jane-Gazzard/log,not changed,not changed
https://www.quora.com/profile/Ayesha-Feras/log,not changed,not changed
https://www.quora.com/profile/Julienne-Vanne-Abalos/log,not changed,not changed
https://www.quora.com/profile/Muniandy-Ramachandran/log,not changed,not changed
https://www.quora.com/profile/Eija-Saarelainen/log,not changed,not changed
https://www.quora.com/profile/Brianna-Rose-7/log,not changed,not changed
https://www.quora.com/profile/Frank-Tatum/log,not changed,not changed
https://www.quora.com/profile/Faye-Mckinna/log,not changed,not changed
https://www.quora.com/profile/Eugene-Okoth/log,not changed,not changed
https://www.quora.com/profile/Jason-James-Tobin/log,not changed,not changed
https://www.quora.com/profile/Hayley-Caligor-2/log,not changed,not changed
https://www.quora.com/profile/Wendy-Nidiffer/log,not changed,not changed
https://www.quora.com/profile/Mary-Cannon-Jones/log,not changed,not changed
https://www.quora.com/profile/Charlene-Betancourt-1/log,not changed,not changed
