Product Name,Product Link,Product Price,Product Category,Image & Anchor Links,Full Description,Sale Off Price,Left Eye Text,Right Eye Text
Red Cherry Rooney,https://adasat.online/kw-en/product-details/accessories/lashes/red-cherry/red-cherry-rooney,3.95,,,,,,
Red Cherry #43 Stevi,https://adasat.online/kw-en/product-details/accessories/lashes/red-cherry/red-cherry-43,3.95,,,,,,
Red Cherry Primrose,https://adasat.online/kw-en/product-details/accessories/lashes/red-cherry/primrose,3.95,,,,,,
Red Cherry # 415 IVY,https://adasat.online/kw-en/product-details/accessories/lashes/red-cherry/red-cherry-415-ivy,3.95,,,,,,
red cherry eyelashes # 48 Darla,https://adasat.online/kw-en/product-details/accessories/lashes/red-cherry/red-cherry-eyelashes-48,3.95,,,,,,
Red Cherry Eyelashes # 605 Berkeley,https://adasat.online/kw-en/product-details/accessories/lashes/red-cherry/red-cherry-eyelashes-605-berkeley,3.95,,,,,,
Red Cherry # Demi Wispy,https://adasat.online/kw-en/product-details/accessories/lashes/red-cherry/red-cherry-dw,3.95,,,,,,
Red-Cherry #523 SAGE,https://adasat.online/kw-en/product-details/accessories/lashes/red-cherry/red-cherry-523-sage,3.95,,,,,,
BW 6 Way Buffer Shape & Shine,https://adasat.online/kw-en/product-details/accessories/nails/brushworks23/bw-6-way-buffer-shape-shine,3.0,,,,,,
BW COLOURED Nail File 4,https://adasat.online/kw-en/product-details/accessories/nails/brushworks23/bw-coloured-nail-file-4,3.0,,,,,,
BW LARGE EMERY BOARD,https://adasat.online/kw-en/product-details/accessories/nails/brushworks23/bw-large-emery-board,3.0,,,,,,
Biodegradable Pedicure Foot Rasp,https://adasat.online/kw-en/product-details/accessories/self-care/so-eco/biodegradable-pedicure-foot-rasp,3.0,,,,,,
Biodegradable Foot Rasp & Smoother,https://adasat.online/kw-en/product-details/accessories/self-care/so-eco/biodegradable-foot-rasp-smoother,2.5,,,,,,
Latin Gray,https://adasat.online/kw-en/product-details/colored-lenses/luminous/luminous-3-months/latin-gray222,6.0,,,,,,
Lemon,https://adasat.online/kw-en/product-details/colored-lenses/luminous/luminous-3-months/lemon22,6.0,,,,,,
Lazord,https://adasat.online/kw-en/product-details/colored-lenses/luminous/luminous-3-months/lazord22,6.0,,,,,,
Latin Brown,https://adasat.online/kw-en/product-details/colored-lenses/luminous/luminous-3-months/latin-brown22,6.0,,,,,,
Hazel,https://adasat.online/kw-en/product-details/colored-lenses/luminous/luminous-3-months/hazel22,6.0,,,,,,
Green,https://adasat.online/kw-en/product-details/colored-lenses/luminous/luminous-3-months/green211,6.0,,,,,,
Gray,https://adasat.online/kw-en/product-details/colored-lenses/luminous/luminous-3-months/gray223,6.0,,,,,,
Dazzling Green,https://adasat.online/kw-en/product-details/colored-lenses/luminous/luminous-3-months/dazzling-green,6.0,,,,,,
Crystal,https://adasat.online/kw-en/product-details/colored-lenses/luminous/luminous-3-months/crystal22,6.0,,,,,,
Blue,https://adasat.online/kw-en/product-details/colored-lenses/luminous/luminous-3-months/blue22,6.0,,,,,,
BW Konjac Green Clay,https://adasat.online/kw-en/product-details/accessories/self-care/brushworks3/bw-konjac-green-clay,3.9,,,,,,
BW Ceramic Foot File,https://adasat.online/kw-en/product-details/accessories/self-care/brushworks3/bw-foot-file,3.0,,,,,,
Ice Roller,https://adasat.online/kw-en/product-details/accessories/self-care/brushworks3/ice-roller,9.0,,,,,,
BW Spa Gel Eye Mask,https://adasat.online/kw-en/product-details/accessories/self-care/brushworks3/bw-spa-gel-eye-mask,4.5,,,,,,
Brushworks Rose Quartz roller Gua Sha,https://adasat.online/kw-en/product-details/accessories/self-care/brushworks3/brushworks-rose-quartz-roller-gua-sha,9.0,,,,,,
BW KONJAC SPONGE WHITE,https://adasat.online/kw-en/product-details/accessories/self-care/brushworks3/bw-konjac-spong-white,3.9,,,,,,
BW KONJAC SPONGE PINK,https://adasat.online/kw-en/product-details/accessories/self-care/brushworks3/bw-konjac-spong-pink,3.9,,,,,,
BW KONJAC SPONGE CHARCOAL,https://adasat.online/kw-en/product-details/accessories/self-care/brushworks3/bw-konjac-spong-charchol,3.9,,,,,,
BW KONJAC SPONGE ALOE VERA,https://adasat.online/kw-en/product-details/accessories/self-care/brushworks3/bw-konjac-spong-green,3.9,,,,,,
BW DEFINING BROW SET,https://adasat.online/kw-en/product-details/accessories/eyebrow/brushworks2/bw-defining-brow-set,5.0,,,,,,
HD Definer Complexion Sponge,https://adasat.online/kw-en/product-details/accessories/make-up-sponge/brushworks/hd-definer-complexion-sponge,4.5,,,,,,
Hd Wonder Complexion Sponge,https://adasat.online/kw-en/product-details/accessories/make-up-sponge/brushworks/hd-wonder-complexion-sponge,4.5,,,,,,
BW HD Definer Sponge,https://adasat.online/kw-en/product-details/accessories/make-up-sponge/brushworks/bw-hd-define-sponge,4.5,,,,,,
Pink Box Lashes Thick,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/pink-box-lashes-thick,15.0,,,,,,
pink box lashes light,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/pink-box-lashes-light,15.0,,,,,,
London,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/london2,6.0,,,,,,
Oxford,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/oxford,6.0,,,,,,
Knightsbridge,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/knightsbridge,6.0,,,,,,
Leeds,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/leeds,6.0,,,,,,
Manchester,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/manchester,6.0,,,,,,
Cloud,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/cloud2,6.0,,,,,,
Jasmine,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/jasmine2,6.0,,,,,,
Liverpool,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/Liverpool,6.0,,,,,,
Sunshine,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/sunshine,6.0,,,,,,
Coventry,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/coventry,6.0,,,,,,
York,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/york,6.0,,,,,,
Brighton,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/brighton,6.0,,,,,,
Orchid,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/orchid,6.0,,,,,,
Bella,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/bella3,6.0,,,,,,
Glasglow,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/glasgow,6.0,,,,,,
Cardiff,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/cardiff,6.0,,,,,,
Lilas,https://adasat.online/kw-en/product-details/accessories/lashes/refresh-lashes/lilas,6.0,,,,,,
TBP WATERMELON TANNING GEL 200 GM,https://adasat.online/kw-en/product-details/accessories/summer-essentials/the-best-place/tbp-watermelon-tanning-gel-200-gm,15.0,,,,,,
TBP PEACH TANNING GEL 200 GM,https://adasat.online/kw-en/product-details/accessories/summer-essentials/the-best-place/tbp-peach-tanning-gel-200-gm,15.0,,,,,,
ALOE VERA GEL,https://adasat.online/kw-en/product-details/accessories/summer-essentials/the-best-place/aloe-vera-gel,15.0,,,,,,
MANGGO CARROT TANNING OIL,https://adasat.online/kw-en/product-details/accessories/summer-essentials/the-best-place/manggo-carrot-tanning-oil,15.0,,,,,,
CACAO CARAMEL TANNING OIL,https://adasat.online/kw-en/product-details/accessories/summer-essentials/the-best-place/cacao-caramel-tanning-oil,15.0,,,,,,
AFTER SUN MIST,https://adasat.online/kw-en/product-details/accessories/summer-essentials/the-best-place/after-sun-mist,15.0,,,,,,
SELF TANNING MOUSSE,https://adasat.online/kw-en/product-details/accessories/summer-essentials/the-best-place/self-tannin-mousse-with-mitt,27.0,,,,,,
Terra,https://adasat.online/kw-en/product-details/colored-lenses/anesthesia/addict-new-color/terra,14.0,,,,,,
Nocciola,https://adasat.online/kw-en/product-details/colored-lenses/anesthesia/addict-new-color/nocciola,14.0,,,,,,
Celeste,https://adasat.online/kw-en/product-details/colored-lenses/anesthesia/addict-new-color/celeste,14.0,,,,,,
Grigio,https://adasat.online/kw-en/product-details/colored-lenses/anesthesia/addict-new-color/gricio,14.0,,,,,,
Brunette,https://adasat.online/kw-en/product-details/colored-lenses/amara/amara-nour-al-ghandour/brunette2,12.0,,,,,,
Classic Gray,https://adasat.online/kw-en/product-details/colored-lenses/amara/amara-nour-al-ghandour/classic-gray2,12.0,,,,,,
Dream,https://adasat.online/kw-en/product-details/colored-lenses/amara/amara-nour-al-ghandour/dream,12.0,,,,,,
Espresso,https://adasat.online/kw-en/product-details/colored-lenses/amara/amara-nour-al-ghandour/espresso2,12.0,,,,,,
Kelly,https://adasat.online/kw-en/product-details/colored-lenses/amara/amara-nour-al-ghandour/kelly2,12.0,,,,,,
Satin Brown,https://adasat.online/kw-en/product-details/colored-lenses/sultana/sultana/satin-brown,10.0,,,,5.0,,
Soul Hazel,https://adasat.online/kw-en/product-details/colored-lenses/sultana/sultana/soul-hazel,10.0,,,,5.0,,
Honey Grey,https://adasat.online/kw-en/product-details/colored-lenses/sultana/sultana/crown-grey,10.0,,,,5.0,,
Cool Brown,https://adasat.online/kw-en/product-details/colored-lenses/sultana/sultana/cool-brown,10.0,,,,5.0,,
Mix Brown,https://adasat.online/kw-en/product-details/colored-lenses/sultana/sultana/mix-brown,10.0,,,,5.0,,
Mint Green,https://adasat.online/kw-en/product-details/colored-lenses/sultana/sultana/mint-green,10.0,,,,5.0,,
Moon Grey,https://adasat.online/kw-en/product-details/colored-lenses/sultana/sultana/moon-grey,10.0,,,,5.0,,
Crown Grey,https://adasat.online/kw-en/product-details/colored-lenses/sultana/sultana/honey-grey,10.0,,,,5.0,,
nay,https://adasat.online/kw-en/product-details/colored-lenses/bella/diamonds-new-color/nay,14.0,,,,,,
Breeze,https://adasat.online/kw-en/product-details/colored-lenses/bella/diamonds-new-color/Breeze,14.0,,,,,,
Diamond Silver Mist,https://adasat.online/kw-en/product-details/colored-lenses/bella/diamonds-new-color/diamond-silver-mist2,14.0,,,,3.5,,
Diamond Oak,https://adasat.online/kw-en/product-details/colored-lenses/bella/diamonds-new-color/diamond-oak,14.0,,,,3.5,,
Diamond Mysterious,https://adasat.online/kw-en/product-details/colored-lenses/bella/diamonds-new-color/diamond-mysterious,14.0,,,,3.5,,
Agate Brown,https://adasat.online/kw-en/product-details/colored-lenses/bella/diamonds-new-color/agate-brown,14.0,,,,3.5,,
Diamond Brown,https://adasat.online/kw-en/product-details/colored-lenses/bella/diamonds-new-color/diamond-brown,14.0,,,,3.5,,
Jade Green,https://adasat.online/kw-en/product-details/colored-lenses/bella/diamonds-new-color/jade-green,14.0,,,,3.5,,
Moon Stone,https://adasat.online/kw-en/product-details/colored-lenses/bella/diamonds-new-color/moon-stone,14.0,,,,3.5,,
Wood Leaf,https://adasat.online/kw-en/product-details/colored-lenses/bella/diamonds-new-color/wood-leaf,14.0,,,,3.5,,
Wood Stone,https://adasat.online/kw-en/product-details/colored-lenses/bella/diamonds-new-color/wood-stone,14.0,,,,3.5,,
LOROYAL DAILY VERONA,https://adasat.online/kw-en/product-details/colored-lenses/loroyal/loro/loroyal-daily-verona,8.0,,,,6.0,,
LOROYAL DAILY SMOKE,https://adasat.online/kw-en/product-details/colored-lenses/loroyal/loro/loroyal-daily-smoke,8.0,,,,6.0,,
Cielo,https://adasat.online/kw-en/product-details/colored-lenses/loroyal/loro/cielo,8.0,,,,6.0,,
Aura,https://adasat.online/kw-en/product-details/colored-lenses/loroyal/loro/aura,8.0,,,,6.0,,
Avellana,https://adasat.online/kw-en/product-details/colored-lenses/loroyal/loro/avellana,8.0,,,,6.0,,
Pearly,https://adasat.online/kw-en/product-details/colored-lenses/loroyal/loro/pearly,8.0,,,,6.0,,
Woody,https://adasat.online/kw-en/product-details/colored-lenses/loroyal/loro/woody2,8.0,,,,6.0,,
Gris,https://adasat.online/kw-en/product-details/colored-lenses/loroyal/loro/gris2,8.0,,,,6.0,,
MEDsan SARS-CoV-2 Antigen Rapid Test,https://adasat.online/kw-en/product-details/accessories/self-care/medsan/medsan-sars-cov-2-antigen-rapid-test,3.0,,,,,,
ALL I NEED 15 Colors Shadow Palette,https://adasat.online/kw-en/product-details/accessories/make-up/dalal-beauty2/all-i-need-15-colors-shadow-palette,14.5,,,,10.15,,
SEBAMED Deo-Spray Lime 75ml,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-deo-spray-lime-75ml,2.2,,,,1.54,,
SEBAMED Deo-Spray Fresh 75ml,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-deo-spray-fresh-75ml,1.95,,,,1.365,,
SEBAMED Deo-Spray Blossom 75ml,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-deo-spray-blossom-75ml,1.95,,,,1.365,,
SEBAMED Deo-Spray Active 75ml,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-deo-spray-active-75ml,1.95,,,,1.365,,
Sebamed Lip defense STRAWBERRY,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-lip-defense-strawberry,1.1,,,,0.77,,
Anti-dry Revitalizing Shampoo,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-anti-dry-shampoo,2.55,,,,1.785,,
Sebamed Anti-dry Hydrating lotion,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-anti-dry-hydrating-lotion,2.3,,,,1.61,,
Sebamed Q10 Lifting Eye Cream,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-q10-lifting-eye-cream-15ml,5.95,,,,4.165,,
Anti-ageing Q10 Firming Body Lotion,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-anti-ageing-q10-lotion-200ml,3.6,,,,2.52,,
Anti-Ageing Q10 Protection Cream,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-anti-ageing-q10-cream-50ml,5.5,,,,3.85,,
Sebamed Sun Lotion 50+ Multi Protect,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-sun-lotion-50-multi-protect,5.5,,,,3.85,,
MultiProtect SunCream 50+ very high 75ML,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-sun-cream-50-high-multi-protect,5.5,,,,3.85,,
Sebamed Anti-dry Intensive Night cream,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-anti-dry-night-cream,2.75,,,,1.925,,
Anti-Dry Day Defence Cream,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-anti-dry-day-cream,2.75,,,,1.925,,
Sebamed Clearface Gift box 5 PC,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-clearface-gift-box-5-pc,11.5,,,,8.05,,
Clear Face Anti Bacterial Cleansing Foam,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-clearface-foam,3.05,,,,2.135,,
Sebamed Clearface Gentle Scrub,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-clearface-gentle-scrub,4.95,,,,3.465,,
Clear face Deep Cleansing Facial Toner,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-clearface-toner,2.55,,,,1.785,,
Sebamed Clearface Care gel,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-clearface-care-gel,3.85,,,,2.695,,
Sebamed Clearface Anti-pimple gel,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-clearface-anti-pimple-gel,2.5,,,,1.75,,
Sebamed Intimate Deodorant spray,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-intimate-deodorant-spray,1.5,,,,1.05,,
Sebamed Relief Shampoo,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-relief-shampoo,2.6,,,,1.82,,
Sebamed Color Care Shampoo,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-color-care-shampoo,2.9,,,,2.03,,
Sebamed Anti-hairloss Shampoo,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-anti-hairloss-shampoo,2.6,,,,1.82,,
Sebamed Hair Repair Conditioner,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-hair-conditioner,1.6,,,,1.12,,
Sebamed Hair Repair Shampoo,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-hair-repair-shampoo,1.95,,,,1.365,,
Sebamed Everyday Shampoo 200ML,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-everyday-shampoo,2.0,,,,1.4,,
Sebamed Anti-dandruff Shampoo,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-anti-dandruff-shampoo,2.15,,,,1.505,,
Sebamed Lip defense CHERRY,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-lip-defense-cherry,1.1,,,,0.77,,
Sebamed Lip defense Spf 30,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-lip-defense-spf-30,1.1,,,,0.77,,
Sebamed Anti-stretch mark cream,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-anti-stretch-mark-cream,5.5,,,,3.85,,
Sebamed Cracked Heel Balm,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-cracked-heal-cream,1.7,,,,1.19,,
Sebamed Revitalizing FOOT+LEG cream,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-revitalizing-foot-leg-cream,1.7,,,,1.19,,
Healing & Protective Ointment,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-healing-ointment,1.6,,,,1.12,,
Sebamed INTENSIVE Hand cream,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-intensive-hand-cream,1.43,,,,1.001,,
Sensitive Hydrating Hand+Nail Balm,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-hand-nail-balm,1.4,,,,0.98,,
Sebamed Relief Face cream,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-relief-face-cream,3.3,,,,2.31,,
Moisturizing cream Normal to Dry Skin,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-moisturizing-cream,2.75,,,,1.925,,
Sebamed Moisturizing Body Lotion,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-moisturizing-lotion,1.48,,,,1.036,,
Sensitive Skin Nourishing Body Milk,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-nourishing-body-milk,1.68,,,,1.176,,
Extreme Dry UREA Skin Repair Lotion,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/extreme-dry-urea-skin-repair-lotion,2.05,,,,1.435,,
Micellar Water for Normal to Dry skin,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/micellar-water-for-normal-to-dry-skin,2.2,,,,1.54,,
Sebamed Shower Oil,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-shower-oil,2.45,,,,1.715,,
Facial Cleanser OILY & COMBINATION skin,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/facial-cleanser-oily-combination-skin,2.65,,,,1.855,,
Sebamed Facial Cleanser NORMAL TO DRY,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-facial-cleanser-normal-to-dry,2.65,,,,1.855,,
Sebamed Olive Liquid Face & Body Wash,https://adasat.online/kw-en/product-details/accessories/self-care/sebamed/sebamed-olive-liquid-face-body-wash,2.2,,,,1.54,,
Classic French Natural Pink Coffin,https://adasat.online/kw-en/product-details/accessories/nails/invogue/invogue-pink-oval,4.5,,,,,,
Invogue Brush on Nail Glue 10 ml,https://adasat.online/kw-en/product-details/accessories/nails/invogue/invogue-brush-on-nail-glue-10-ml,3.0,,,,,,
Invogue Coloured Nails Red,https://adasat.online/kw-en/product-details/accessories/nails/invogue/invogue-coloured-nails-red,4.5,,,,,,
Invogue Coloured Nails jet Black,https://adasat.online/kw-en/product-details/accessories/nails/invogue/invogue-coloured-nails-jet-black,4.5,,,,,,
Invogue Nail Classic Nude Oval,https://adasat.online/kw-en/product-details/accessories/nails/invogue/invogue-nail-classic-nude,4.5,,,,,,
Invogue Nail Bare Square,https://adasat.online/kw-en/product-details/accessories/nails/invogue/invogue-nail-bare-square,4.5,,,,,,
Classic French Natural Bare Coffin,https://adasat.online/kw-en/product-details/accessories/nails/invogue/invogue-nail-pink-oval,4.5,,,,,,
Invogue Nail Baby Pink,https://adasat.online/kw-en/product-details/accessories/nails/invogue/invogue-nail-baby-pink,4.5,,,,,,
Classic French Natural Pink Oval,https://adasat.online/kw-en/product-details/accessories/nails/invogue/invogue-nail-nat-bare-oval,4.5,,,,,,
Invogue Natural Pink Square,https://adasat.online/kw-en/product-details/accessories/nails/invogue/invogue-nail-pink-square,4.5,,,,,,
Pro Brow XLR8,https://adasat.online/kw-en/product-details/accessories/lashes/eye-candy-london2/pro-brow-xlr8,9.75,,,,,,
Lash XLR8 SERUM,https://adasat.online/kw-en/product-details/accessories/lashes/eye-candy-london2/lash-xlr8-serum,9.75,,,,,,
Mega Lash 3 in 1 Lash Serum,https://adasat.online/kw-en/product-details/accessories/lashes/eye-candy-london2/mega-lash-3-in-1-lash-serum,9.75,,,,,,
EYE CANDY LASHES Signature Skye,https://adasat.online/kw-en/product-details/accessories/lashes/eye-candy-london2/eye-candy-lashes-signature-skye,5.0,,,,,,
EYE CANDY LASHES Signature Indi,https://adasat.online/kw-en/product-details/accessories/lashes/eye-candy-london2/eye-candy-lashes-signature-indi,5.0,,,,,,
EYE CANDY LASHES Signature Elle,https://adasat.online/kw-en/product-details/accessories/lashes/eye-candy-london2/6d-eye-candy-lashes-signature-elle,5.0,,,,,,
EYE CANDY LAHSES Signature Demi,https://adasat.online/kw-en/product-details/accessories/lashes/eye-candy-london2/eye-candy-lahses-signature-demi,5.0,,,,,,
EYE CANDY LASHES Signature Coco,https://adasat.online/kw-en/product-details/accessories/lashes/eye-candy-london2/eye-candy-lashes-signature-coco,5.0,,,,,,
EYE CANDY LASHES Signature Aria,https://adasat.online/kw-en/product-details/accessories/lashes/eye-candy-london2/eye-candy-lashes-signature-aria,5.0,,,,,,
INVOGUE LASH ADHESIVE 7ML CLEAR,https://adasat.online/kw-en/product-details/accessories/lashes/eye-candy-london2/invogue-lash-glue-7ml-clear,3.0,,,,,,
EYE CANDY SMOKY Eye Shadow,https://adasat.online/kw-en/product-details/accessories/make-up/eye-candy-london/eye-candy-smoky-eye-shadow,6.5,,,,,,
EYE CANDY ORIGINAL Eye Shadow,https://adasat.online/kw-en/product-details/accessories/make-up/eye-candy-london/eye-candy-original-eye-shadow,6.5,,,,,,
EYE CANDY NUDE Eye Shadow,https://adasat.online/kw-en/product-details/accessories/make-up/eye-candy-london/eye-candy-nude-eye-shadow,6.5,,,,,,
Nail HQ Cuticle Oil,https://adasat.online/kw-en/product-details/accessories/nails/nail-hq-london/nail-hq-cuticle-oil,6.0,,,,,,
Nail HQ All in One,https://adasat.online/kw-en/product-details/accessories/nails/nail-hq-london/nail-hq-all-in-one,6.0,,,,,,
Nail HQ Growth,https://adasat.online/kw-en/product-details/accessories/nails/nail-hq-london/nail-hq-growth,6.0,,,,,,
NAIL HQ STRENGTHENER,https://adasat.online/kw-en/product-details/accessories/nails/nail-hq-london/nail-hq-strengthener,6.0,,,,,,
Nail HQ Hardener,https://adasat.online/kw-en/product-details/accessories/nails/nail-hq-london/nail-hq-hardener,6.0,,,,,,
Mascara Paradise + liner + eyeshadow,https://adasat.online/kw-en/product-details/accessories/make-up/loreal5/paris-electric-nights-gift-set-mascara,11.75,,,,,,
Infaillible 24H Fresh Wear Sand 220,https://adasat.online/kw-en/product-details/accessories/make-up/loreal5/infaillible-24h-fresh-wear-sand-220,7.71,,,,,,
Eye Shadow Gold Mirage 04 Tiger Eye,https://adasat.online/kw-en/product-details/accessories/make-up/loreal5/eye-shadow-gold-mirage-04-tiger-eye,3.29,,,,,,
Eyeshadow Palette Mini Feminist 05,https://adasat.online/kw-en/product-details/accessories/make-up/loreal5/eyeshadow-palette-mini-feminist-05,5.84,,,,,,
Eyeshadow Palette Mini Stylist 04,https://adasat.online/kw-en/product-details/accessories/make-up/loreal5/eyeshadow-palette-mini-stylist-04,5.84,,,,,,
Eyeshadow Palette Mini Optimist 03,https://adasat.online/kw-en/product-details/accessories/make-up/loreal5/eyeshadow-palette-mini-optimist-03,5.84,,,,,,
Eyeshadow Palette Mini Nudist 02,https://adasat.online/kw-en/product-details/accessories/make-up/loreal5/eyeshadow-palette-mini-nudist-02,5.84,,,,,,
Eyeshadow Palette Mini Fetishist 06,https://adasat.online/kw-en/product-details/accessories/make-up/loreal5/eyeshadow-palette-mini-fetishist-06,5.84,,,,,,
Light Ivory 02,https://adasat.online/kw-en/product-details/accessories/concealer/bj-beauty6/light-ivory-02,5.0,,,,,,
PORCELAIN 01,https://adasat.online/kw-en/product-details/accessories/concealer/bj-beauty6/porcelain-01,5.0,,,,,,
PEACH 03,https://adasat.online/kw-en/product-details/accessories/concealer/bj-beauty6/peach-03,5.0,,,,,,
Creamy 04,https://adasat.online/kw-en/product-details/accessories/concealer/bj-beauty6/creamy-04,5.0,,,,,,
NUDE 06,https://adasat.online/kw-en/product-details/accessories/concealer/bj-beauty6/nude-06,5.0,,,,,,
NATURAL 05,https://adasat.online/kw-en/product-details/accessories/concealer/bj-beauty6/natural-05,5.0,,,,,,
Tan 09,https://adasat.online/kw-en/product-details/accessories/concealer/bj-beauty6/tan-09,5.0,,,,,,
MED GOLDEN 08,https://adasat.online/kw-en/product-details/accessories/concealer/bj-beauty6/med-golden-08,5.0,,,,,,
WARM HONEY 07,https://adasat.online/kw-en/product-details/accessories/concealer/bj-beauty6/warm-honey-07,5.0,,,,,,
ERASER 11,https://adasat.online/kw-en/product-details/accessories/concealer/bj-beauty6/eraser-11,5.0,,,,,,
ALMOND 10,https://adasat.online/kw-en/product-details/accessories/concealer/bj-beauty6/al-mond-10,5.0,,,,,,
RV Colorstay 5-in-1 Concealer 001,https://adasat.online/kw-en/product-details/accessories/concealer/revlon5/rv-colorstay-5-in-1-concealer-001,5.25,,,,,,
RV Colorstay 5-in-1 Concealer 050,https://adasat.online/kw-en/product-details/accessories/concealer/revlon5/rv-colorstay-5-in-1-concealer-050,5.25,,,,,,
RV Colorstay 5-in-1 Concealer 030,https://adasat.online/kw-en/product-details/accessories/concealer/revlon5/rv-colorstay-5-in-1-concealer-030,5.25,,,,,,
RV Colorstay 5-in-1 Concealer Light 015,https://adasat.online/kw-en/product-details/accessories/concealer/revlon5/rv-colorstay-5-in-1-concealer-light-015,5.25,,,,,,
RV Colorstay 5-in-1 Concealer Fair 005,https://adasat.online/kw-en/product-details/accessories/concealer/revlon5/rv-colorstay-5-in-1-concealer-fair-005,5.25,,,,,,
Revlon Photoready CandidConcealer Banana,https://adasat.online/kw-en/product-details/accessories/concealer/revlon5/photoready-candid-concealer---001-banana,4.75,,,,,,
Colorstay SkinAwaken™5n1 Concealer Fair5,https://adasat.online/kw-en/product-details/accessories/concealer/revlon5/revlon-colorstay-skin-awaken-005,5.25,,,,,,
Revlon Colorstay™ Concealer Medium Deep,https://adasat.online/kw-en/product-details/accessories/concealer/revlon5/colorstay-concealer-050-medium-deep,4.25,,,,,,
Revlon Colorstay™ Concealer Banana,https://adasat.online/kw-en/product-details/accessories/concealer/revlon5/colorstay-concealer-007-banana,4.5,,,,,,
Revlon ColorStay™ Concealer - Deep,https://adasat.online/kw-en/product-details/accessories/concealer/revlon5/colorstay-concealer-060-deep,4.25,,,,,,
