,user,day,day_slot,location,category,new_loc,new_cat
1267,2461,22,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1268,2461,22,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1269,2461,23,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1270,2461,23,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1271,2461,23,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1272,2461,24,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1273,2461,24,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1274,2461,24,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1275,2461,25,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1276,2461,25,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1277,2461,25,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1278,2461,26,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1279,2461,26,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1280,2461,26,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1281,2461,27,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1282,2461,27,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1283,2461,27,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1284,2461,28,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1285,2461,28,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1286,2461,28,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1287,2461,29,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1288,2461,29,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1289,2461,29,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1290,2461,30,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1291,2461,30,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1292,2461,30,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1293,2461,31,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1294,2461,31,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1295,2461,31,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1296,2461,32,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1297,2461,32,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1298,2461,32,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1299,2461,33,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1300,2461,33,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1301,2461,33,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1302,2461,34,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1303,2461,34,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1304,2461,34,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1305,2461,35,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1306,2461,35,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1307,2461,35,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1308,2461,36,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1309,2461,36,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1310,2461,36,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1311,2461,37,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1312,2461,37,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1313,2461,37,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1314,2461,38,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1315,2461,38,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1316,2461,38,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1317,2461,39,morning,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1318,2461,39,afternoon,,,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1319,2461,39,evening_or_night,"{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}","{38.76793730900744,-121.26717567443848,Roseville,CA,United States}","{Food,}"
1320,989,0,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1321,989,0,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1322,989,0,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1323,989,1,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1324,989,1,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1325,989,1,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1326,989,2,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1327,989,2,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1328,989,2,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1329,989,3,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1330,989,3,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1331,989,3,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1332,989,4,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1333,989,4,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1334,989,4,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1335,989,5,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1336,989,5,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1337,989,5,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1338,989,6,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1339,989,6,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1340,989,6,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1341,989,7,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1342,989,7,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1343,989,7,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1344,989,8,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1345,989,8,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1346,989,8,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1347,989,9,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1348,989,9,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1349,989,9,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1350,989,10,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1351,989,10,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1352,989,10,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1353,989,11,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1354,989,11,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1355,989,11,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1356,989,12,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1357,989,12,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1358,989,12,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1359,989,13,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1360,989,13,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1361,989,13,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1362,989,14,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1363,989,14,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1364,989,14,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1365,989,15,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1366,989,15,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1367,989,15,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1368,989,16,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1369,989,16,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1370,989,16,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1371,989,17,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1372,989,17,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1373,989,17,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1374,989,18,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1375,989,18,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1376,989,18,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1377,989,19,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1378,989,19,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1379,989,19,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1380,989,20,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1381,989,20,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1382,989,20,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1383,989,21,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1384,989,21,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1385,989,21,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1386,989,22,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1387,989,22,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1388,989,22,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1389,989,23,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1390,989,23,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1391,989,23,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1392,989,24,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1393,989,24,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1394,989,24,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1395,989,25,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1396,989,25,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1397,989,25,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1398,989,26,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1399,989,26,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1400,989,26,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1401,989,27,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1402,989,27,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1403,989,27,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1404,989,28,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1405,989,28,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1406,989,28,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1407,989,29,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1408,989,29,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1409,989,29,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1410,989,30,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1411,989,30,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1412,989,30,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1413,989,31,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1414,989,31,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1415,989,31,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1416,989,32,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1417,989,32,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1418,989,32,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1419,989,33,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1420,989,33,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1421,989,33,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1422,989,34,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1423,989,34,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1424,989,34,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1425,989,35,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1426,989,35,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1427,989,35,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1428,989,36,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1429,989,36,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1430,989,36,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1431,989,37,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1432,989,37,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1433,989,37,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1434,989,38,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1435,989,38,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1436,989,38,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1437,989,39,morning,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}","{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1438,989,39,afternoon,,,"{36.816985160554246,-119.65571097625876,Clovis,CA,United States}","{Residence,}"
1439,989,39,evening_or_night,"{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}","{36.81542332668685,-119.72703109817515,Clovis,CA,United States}","{Food,}"
1440,1197,0,morning,"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{},"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{}
1441,1197,0,afternoon,,,"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{}
1442,1197,0,evening_or_night,"{38.328185413268535,-122.33689906289422,Napa,CA,United States}","{Outdoors & Recreation,}","{38.328185413268535,-122.33689906289422,Napa,CA,United States}","{Outdoors & Recreation,}"
1443,1197,1,morning,"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{},"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{}
1444,1197,1,afternoon,,,"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{}
1445,1197,1,evening_or_night,"{38.328185413268535,-122.33689906289422,Napa,CA,United States}","{Outdoors & Recreation,}","{38.328185413268535,-122.33689906289422,Napa,CA,United States}","{Outdoors & Recreation,}"
1446,1197,2,morning,"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{},"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{}
1447,1197,2,afternoon,,,"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{}
1448,1197,2,evening_or_night,"{38.328185413268535,-122.33689906289422,Napa,CA,United States}","{Outdoors & Recreation,}","{38.328185413268535,-122.33689906289422,Napa,CA,United States}","{Outdoors & Recreation,}"
1449,1197,3,morning,"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{},"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{}
1450,1197,3,afternoon,,,"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{}
1451,1197,3,evening_or_night,"{38.328185413268535,-122.33689906289422,Napa,CA,United States}","{Outdoors & Recreation,}","{38.328185413268535,-122.33689906289422,Napa,CA,United States}","{Outdoors & Recreation,}"
1452,1197,4,morning,"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{},"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{}
1453,1197,4,afternoon,,,"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{}
1454,1197,4,evening_or_night,"{38.328185413268535,-122.33689906289422,Napa,CA,United States}","{Outdoors & Recreation,}","{38.328185413268535,-122.33689906289422,Napa,CA,United States}","{Outdoors & Recreation,}"
1455,1197,5,morning,"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{},"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{}
1456,1197,5,afternoon,,,"{38.30814599990845,-122.30626881122589,San Francisco,CA,United States}",{}
1457,1197,5,evening_or_night,"{38.328185413268535,-122.33689906289422,Napa,CA,United States}","{Outdoors & Recreation,}","{38.328185413268535,-122.33689906289422,Napa,CA,United States}","{Outdoors & Recreation,}"
